,League,Team,Season,Gen..Role,DAVIES_TOTAL,DAVIES_weighted,League_DAVIES,Raw_League_DAVIES,SD_League,Raw_SD_League,Z,Manager,Wage Bill
1,Bundesliga,Arminia,2020-2021,Central Def,0.89,0.568087097,1.21123928,1.823888889,1.169341746,3.352221632,-0.550012163,Uwe Neuhaus,
2,Bundesliga,Arminia,2020-2021,Creator,-4.79,-2.241637011,0.70438778,0.471764706,1.332913927,2.761012575,-2.210213826,Uwe Neuhaus,
3,Bundesliga,Arminia,2020-2021,Deep Midfielder,0.21,0.21,1.025957294,0.541764706,1.790454057,2.537696385,-0.455726463,Uwe Neuhaus,
4,Bundesliga,Arminia,2020-2021,Dribbler,-1.71,0.872364183,1.194115351,0.824705882,1.969462306,3.99271073,-0.163370056,Uwe Neuhaus,
5,Bundesliga,Arminia,2020-2021,Finisher,-4.23,0.028869497,1.456064856,1.805555556,2.290461544,5.401106882,-0.623103829,Uwe Neuhaus,
6,Bundesliga,Arminia,2020-2021,Midfielder,-2.34,-0.446602914,1.314440313,0.904117647,1.436723728,2.221089425,-1.225735466,Uwe Neuhaus,
7,Bundesliga,Arminia,2020-2021,Wide Def,-0.25,0.253151848,1.138081912,2.118333333,1.05883758,3.062644474,-0.835756192,Uwe Neuhaus,
8,Bundesliga,Arminia,2021-2022,Central Def,0.28,0.370607973,0.878442731,0.723333333,1.197536293,4.502305292,-0.424066277,Frank Kramer,
9,Bundesliga,Arminia,2021-2022,Creator,-4.68,-0.052325475,0.802010376,0.26,1.401324259,3.516217665,-0.609663213,Frank Kramer,
10,Bundesliga,Arminia,2021-2022,Deep Midfielder,-0.42,-0.141123263,0.727733209,0.285625,1.505854394,1.978228058,-0.576985714,Frank Kramer,
11,Bundesliga,Arminia,2021-2022,Dribbler,-0.61,-0.172844262,1.738143559,1.962941176,2.58491785,5.129846202,-0.739283773,Frank Kramer,
12,Bundesliga,Arminia,2021-2022,Finisher,-2.19,-0.623919156,2.161786386,2.426111111,2.578185992,5.877351483,-1.080490527,Frank Kramer,
13,Bundesliga,Arminia,2021-2022,Midfielder,-1.13,-1.13,0.369450673,-0.298333333,1.01306522,1.952766514,-1.480112676,Frank Kramer,
14,Bundesliga,Arminia,2021-2022,Wide Def,-4.69,-0.685189456,0.686622487,-0.103888889,1.05656298,3.322727687,-1.298372146,Frank Kramer,
15,Bundesliga,Augsburg,2017-2018,Central Def,4.43,1.830081367,1.121307821,1.007222222,1.145416654,4.737318434,0.618791025,Manuel Baum,
16,Bundesliga,Augsburg,2017-2018,Creator,2.79,2.79,0.615914678,0.17,1.428257395,2.945020656,1.52219434,Manuel Baum,
17,Bundesliga,Augsburg,2017-2018,Deep Midfielder,1.84,0.939125286,0.180949983,-0.375,0.935647772,1.905945033,0.810321283,Manuel Baum,
18,Bundesliga,Augsburg,2017-2018,Dribbler,-1.68,-1.011924858,0.954828362,0.941666667,1.564136585,4.36088395,-1.257405037,Manuel Baum,
19,Bundesliga,Augsburg,2017-2018,Finisher,6.48,2.974757459,1.113614397,1.478888889,1.626753216,4.179269411,1.144084452,Manuel Baum,
20,Bundesliga,Augsburg,2017-2018,Midfielder,-1.48,-0.246026201,0.009069744,0.153888889,1.367473063,3.908603089,-0.186545499,Manuel Baum,
21,Bundesliga,Augsburg,2017-2018,Wide Def,-1.05,0.49849809,0.493431481,0.148333333,0.732211502,2.380208221,0.006919597,Manuel Baum,
22,Bundesliga,Augsburg,2018-2019,Central Def,0.71,0.552318787,0.870026593,0.547777778,0.818965445,2.957191743,-0.387937988,Manuel Baum,
23,Bundesliga,Augsburg,2018-2019,Creator,-0.95,-0.95,1.099674516,1.401111111,2.093414623,3.994205934,-0.979105856,Manuel Baum,
24,Bundesliga,Augsburg,2018-2019,Deep Midfielder,0.63,1.280047592,0.962688322,1.095882353,1.593997192,2.709700304,0.199096505,Manuel Baum,
25,Bundesliga,Augsburg,2018-2019,Dribbler,1.44,0.782995975,1.050765336,1.584705882,2.241832588,3.998551484,-0.119442176,Manuel Baum,
26,Bundesliga,Augsburg,2018-2019,Finisher,-7.95,0.511907661,1.70853091,1.987222222,2.579057519,6.504728421,-0.463976953,Manuel Baum,
27,Bundesliga,Augsburg,2018-2019,Midfielder,-0.8,-0.8,0.491207479,-0.042941176,1.534715806,2.206090333,-0.841333278,Manuel Baum,
28,Bundesliga,Augsburg,2018-2019,Wide Def,-1.88,0.249200854,0.958129725,0.457777778,1.348891087,3.6572805,-0.525564205,Manuel Baum,
29,Bundesliga,Augsburg,2019-2020,Central Def,-2.78,-0.357664761,1.145176818,2.009444444,0.729307463,2.466620628,-2.060641987,Martin Schmidt,
30,Bundesliga,Augsburg,2019-2020,Creator,-5.24,-2.846694045,0.376339893,0.432777778,1.896625508,3.184807327,-1.699351782,Martin Schmidt,
31,Bundesliga,Augsburg,2019-2020,Deep Midfielder,-2.44,-0.25514442,1.040343641,1.069444444,1.595903532,2.888611456,-0.811758377,Martin Schmidt,
32,Bundesliga,Augsburg,2019-2020,Dribbler,4,2.052494802,0.931621294,0.934117647,2.186153915,6.254669315,0.512714819,Martin Schmidt,
33,Bundesliga,Augsburg,2019-2020,Finisher,-1.83,2.034249955,2.316122417,3.243888889,2.961565452,5.683301794,-0.095176847,Martin Schmidt,
34,Bundesliga,Augsburg,2019-2020,Midfielder,-1.97,-1.97,0.635676632,0.512352941,1.287833496,2.175130828,-2.023302423,Martin Schmidt,
35,Bundesliga,Augsburg,2019-2020,Wide Def,-2.38,-0.015937606,1.019144623,0.839444444,1.276822902,3.148189904,-0.810670162,Martin Schmidt,
36,Bundesliga,Augsburg,2020-2021,Central Def,1.58,1.618926562,1.21123928,1.823888889,1.169341746,3.352221632,0.34864682,Heiko Herrlich,
37,Bundesliga,Augsburg,2020-2021,Creator,-1.79,0.719134615,0.70438778,0.471764706,1.332913927,2.761012575,0.011063606,Heiko Herrlich,
38,Bundesliga,Augsburg,2020-2021,Deep Midfielder,-1.85,-0.910343414,1.025957294,0.541764706,1.790454057,2.537696385,-1.081457913,Heiko Herrlich,
39,Bundesliga,Augsburg,2020-2021,Dribbler,-2.27,-0.06071072,1.194115351,0.824705882,1.969462306,3.99271073,-0.637141451,Heiko Herrlich,
40,Bundesliga,Augsburg,2020-2021,Finisher,-0.67,0.276943029,1.456064856,1.805555556,2.290461544,5.401106882,-0.514796605,Heiko Herrlich,
41,Bundesliga,Augsburg,2020-2021,Midfielder,-1.77,-0.238603881,1.314440313,0.904117647,1.436723728,2.221089425,-1.080962306,Heiko Herrlich,
42,Bundesliga,Augsburg,2020-2021,Wide Def,0.72,0.22296607,1.138081912,2.118333333,1.05883758,3.062644474,-0.864264604,Heiko Herrlich,
43,Bundesliga,Augsburg,2021-2022,Central Def,-0.18,1.059102444,0.878442731,0.723333333,1.197536293,4.502305292,0.150859488,Markus Weinzierl,
44,Bundesliga,Augsburg,2021-2022,Deep Midfielder,-2.83,-0.076505391,0.727733209,0.285625,1.505854394,1.978228058,-0.534074611,Markus Weinzierl,
45,Bundesliga,Augsburg,2021-2022,Dribbler,-2.19,0.990890869,1.738143559,1.962941176,2.58491785,5.129846202,-0.289081794,Markus Weinzierl,
46,Bundesliga,Augsburg,2021-2022,Finisher,-3.87,-0.092154653,2.161786386,2.426111111,2.578185992,5.877351483,-0.874235236,Markus Weinzierl,
47,Bundesliga,Augsburg,2021-2022,Midfielder,-2.07,-0.286299786,0.369450673,-0.298333333,1.01306522,1.952766514,-0.647293428,Markus Weinzierl,
48,Bundesliga,Augsburg,2021-2022,Wide Def,0.23,0.315912073,0.686622487,-0.103888889,1.05656298,3.322727687,-0.350864474,Markus Weinzierl,
49,Bundesliga,Augsburg,2022-2023,Central Def,-0.82,0.123742942,0.691330677,-0.375555556,1.130081806,5.02707051,-0.502253671,Enrico Maassen,
50,Bundesliga,Augsburg,2022-2023,Creator,0.35,0.35,0.907041829,0.588333333,1.551382661,3.550514876,-0.359061528,Enrico Maassen,
51,Bundesliga,Augsburg,2022-2023,Deep Midfielder,-3.88,-0.564183989,1.130232889,0.796470588,2.038527818,2.573586848,-0.831196348,Enrico Maassen,
52,Bundesliga,Augsburg,2022-2023,Dribbler,-3.64,-1.298480663,0.938065023,1.244,2.080436927,5.393391194,-1.075036526,Enrico Maassen,
53,Bundesliga,Augsburg,2022-2023,Finisher,0.18,0.66921875,1.576448293,1.926666667,1.937448033,4.010951185,-0.468260066,Enrico Maassen,
54,Bundesliga,Augsburg,2022-2023,Midfielder,-2.06,-0.439901693,0.923334258,0.202222222,2.103498075,2.964334179,-0.648080437,Enrico Maassen,
55,Bundesliga,Augsburg,2022-2023,Wide Def,-3.67,-0.658951767,0.633849738,0.46,0.904933752,2.793945134,-1.428614528,Enrico Maassen,
56,Bundesliga,Augsburg,2023-2024,Central Def,1.43,1.563881768,0.8661734,0.970555556,0.828386294,3.532781727,0.842250015,NA,
57,Bundesliga,Augsburg,2023-2024,Creator,-0.46,0.162642777,1.009471496,0.806470588,1.062126613,2.258505981,-0.797295452,NA,
58,Bundesliga,Augsburg,2023-2024,Deep Midfielder,-2.67,-0.890969616,0.625220285,0.865294118,1.491869987,2.794011716,-1.016301631,NA,
59,Bundesliga,Augsburg,2023-2024,Finisher,2.78,1.779266055,1.485999465,1.724444444,1.932831421,4.439919478,0.151729006,NA,
60,Bundesliga,Augsburg,2023-2024,Midfielder,0,0,0.560923265,0.490666667,0.737237296,1.450809954,-0.760844939,NA,
61,Bundesliga,Augsburg,2023-2024,Wide Def,-0.11,0.283132208,0.638232802,0.345555556,1.252792379,2.791559173,-0.283447282,NA,
62,Bundesliga,Bayern Munich,2017-2018,Central Def,10.03,3.469378785,1.121307821,1.007222222,1.145416654,4.737318434,2.049971035,Jupp Heynckes,
63,Bundesliga,Bayern Munich,2017-2018,Deep Midfielder,0.6,0.6,0.180949983,-0.375,0.935647772,1.905945033,0.447871549,Jupp Heynckes,
64,Bundesliga,Bayern Munich,2017-2018,Dribbler,4.34,1.504830443,0.954828362,0.941666667,1.564136585,4.36088395,0.351633027,Jupp Heynckes,
65,Bundesliga,Bayern Munich,2017-2018,Finisher,12.08,5.269357536,1.113614397,1.478888889,1.626753216,4.179269411,2.554624204,Jupp Heynckes,
66,Bundesliga,Bayern Munich,2017-2018,Midfielder,12.82,2.589944699,0.009069744,0.153888889,1.367473063,3.908603089,1.887331477,Jupp Heynckes,
67,Bundesliga,Bayern Munich,2017-2018,Wide Def,1.76,0.92702523,0.493431481,0.148333333,0.732211502,2.380208221,0.592170087,Jupp Heynckes,
68,Bundesliga,Bayern Munich,2018-2019,Central Def,7.37,2.522858543,0.870026593,0.547777778,0.818965445,2.957191743,2.01819498,Niko Kovac,
69,Bundesliga,Bayern Munich,2018-2019,Creator,1.86,1.47955102,1.099674516,1.401111111,2.093414623,3.994205934,0.181462621,Niko Kovac,
70,Bundesliga,Bayern Munich,2018-2019,Deep Midfielder,6.44,4.083352166,0.962688322,1.095882353,1.593997192,2.709700304,1.957759937,Niko Kovac,
71,Bundesliga,Bayern Munich,2018-2019,Dribbler,8.7,2.734857611,1.050765336,1.584705882,2.241832588,3.998551484,0.751212327,Niko Kovac,
72,Bundesliga,Bayern Munich,2018-2019,Finisher,17.51,9.124539831,1.70853091,1.987222222,2.579057519,6.504728421,2.87547248,Niko Kovac,
73,Bundesliga,Bayern Munich,2018-2019,Midfielder,2.73,2.73,0.491207479,-0.042941176,1.534715806,2.206090333,1.458766837,Niko Kovac,
74,Bundesliga,Bayern Munich,2018-2019,Wide Def,7.07,3.75655369,0.958129725,0.457777778,1.348891087,3.6572805,2.074610761,Niko Kovac,
75,Bundesliga,Bayern Munich,2019-2020,Central Def,3,2.07694487,1.145176818,2.009444444,0.729307463,2.466620628,1.277606633,Hansi Flick,
76,Bundesliga,Bayern Munich,2019-2020,Creator,4.72,3.825145518,0.376339893,0.432777778,1.896625508,3.184807327,1.818390404,Hansi Flick,
77,Bundesliga,Bayern Munich,2019-2020,Deep Midfielder,10.2,5.389755938,1.040343641,1.069444444,1.595903532,2.888611456,2.725360405,Hansi Flick,
78,Bundesliga,Bayern Munich,2019-2020,Dribbler,16.11,4.717066629,0.931621294,0.934117647,2.186153915,6.254669315,1.731554814,Hansi Flick,
79,Bundesliga,Bayern Munich,2019-2020,Finisher,11.8,11.36215969,2.316122417,3.243888889,2.961565452,5.683301794,3.054478253,Hansi Flick,
80,Bundesliga,Bayern Munich,2019-2020,Midfielder,2.15,1.512,0.635676632,0.512352941,1.287833496,2.175130828,0.680463252,Hansi Flick,
81,Bundesliga,Bayern Munich,2019-2020,Wide Def,7.64,3.878654459,1.019144623,0.839444444,1.276822902,3.148189904,2.239550865,Hansi Flick,
82,Bundesliga,Bayern Munich,2020-2021,Central Def,5.52,2.388116624,1.21123928,1.823888889,1.169341746,3.352221632,1.006444307,Hansi Flick,
83,Bundesliga,Bayern Munich,2020-2021,Deep Midfielder,5.6,5.6,1.025957294,0.541764706,1.790454057,2.537696385,2.554683092,Hansi Flick,
84,Bundesliga,Bayern Munich,2020-2021,Dribbler,10.65,3.228192752,1.194115351,0.824705882,1.969462306,3.99271073,1.032808495,Hansi Flick,
85,Bundesliga,Bayern Munich,2020-2021,Finisher,15.37,6.690722446,1.456064856,1.805555556,2.290461544,5.401106882,2.285416057,Hansi Flick,
86,Bundesliga,Bayern Munich,2020-2021,Midfielder,4.28,2.708672566,1.314440313,0.904117647,1.436723728,2.221089425,0.970424742,Hansi Flick,
87,Bundesliga,Bayern Munich,2020-2021,Wide Def,5.23,1.907377932,1.138081912,2.118333333,1.05883758,3.062644474,0.726547711,Hansi Flick,
88,Bundesliga,Bayern Munich,2021-2022,Central Def,8.52,2.700340841,0.878442731,0.723333333,1.197536293,4.502305292,1.521371937,Julian Nagelsmann,
89,Bundesliga,Bayern Munich,2021-2022,Deep Midfielder,4.59,5.118440238,0.727733209,0.285625,1.505854394,1.978228058,2.915758022,Julian Nagelsmann,
90,Bundesliga,Bayern Munich,2021-2022,Dribbler,16.32,4.475038033,1.738143559,1.962941176,2.58491785,5.129846202,1.058793599,Julian Nagelsmann,
91,Bundesliga,Bayern Munich,2021-2022,Finisher,19.8,10.14109012,2.161786386,2.426111111,2.578185992,5.877351483,3.09492944,Julian Nagelsmann,
92,Bundesliga,Bayern Munich,2021-2022,Midfielder,1.6,0.847569907,0.369450673,-0.298333333,1.01306522,1.952766514,0.471953064,Julian Nagelsmann,
93,Bundesliga,Bayern Munich,2021-2022,Wide Def,3.25,2.017358105,0.686622487,-0.103888889,1.05656298,3.322727687,1.259494837,Julian Nagelsmann,
94,Bundesliga,Bayern Munich,2022-2023,Central Def,7.69,3.026728911,0.691330677,-0.375555556,1.130081806,5.02707051,2.066574492,Julian Nagelsmann,
95,Bundesliga,Bayern Munich,2022-2023,Creator,4.36,4.36,0.907041829,0.588333333,1.551382661,3.550514876,2.225729511,Julian Nagelsmann,
96,Bundesliga,Bayern Munich,2022-2023,Deep Midfielder,6.22,6.22,1.130232889,0.796470588,2.038527818,2.573586848,2.496785703,Julian Nagelsmann,
97,Bundesliga,Bayern Munich,2022-2023,Dribbler,12.08,4.307968637,0.938065023,1.244,2.080436927,5.393391194,1.619805711,Julian Nagelsmann,
98,Bundesliga,Bayern Munich,2022-2023,Finisher,8.09,2.642727863,1.576448293,1.926666667,1.937448033,4.010951185,0.550352604,Julian Nagelsmann,
99,Bundesliga,Bayern Munich,2022-2023,Midfielder,-0.16,0.896671214,0.923334258,0.202222222,2.103498075,2.964334179,-0.012675573,Julian Nagelsmann,
100,Bundesliga,Bayern Munich,2022-2023,Wide Def,4.21,1.8180565,0.633849738,0.46,0.904933752,2.793945134,1.308611552,Julian Nagelsmann,
101,Bundesliga,Bayern Munich,2023-2024,Central Def,3.63,1.122399757,0.8661734,0.970555556,0.828386294,3.532781727,0.309307818,Thomas Tuchel,
102,Bundesliga,Bayern Munich,2023-2024,Deep Midfielder,7.06,2.884530986,0.625220285,0.865294118,1.491869987,2.794011716,1.514415278,Thomas Tuchel,
103,Bundesliga,Bayern Munich,2023-2024,Dribbler,12.85,4.065216756,1.023560559,1.612,1.655369725,4.701817582,1.837448246,Thomas Tuchel,
104,Bundesliga,Bayern Munich,2023-2024,Finisher,11.34,7.27986352,1.485999465,1.724444444,1.932831421,4.439919478,2.997604443,Thomas Tuchel,
105,Bundesliga,Bayern Munich,2023-2024,Wide Def,4.5,1.199733907,0.638232802,0.345555556,1.252792379,2.791559173,0.44819965,Thomas Tuchel,
106,Bundesliga,Bochum,2021-2022,Central Def,-3.74,-0.80212081,0.878442731,0.723333333,1.197536293,4.502305292,-1.403350822,Thomas Reis,
107,Bundesliga,Bochum,2021-2022,Creator,-0.2,0.598267071,0.802010376,0.26,1.401324259,3.516217665,-0.145393404,Thomas Reis,
108,Bundesliga,Bochum,2021-2022,Deep Midfielder,-0.86,0.877174178,0.727733209,0.285625,1.505854394,1.978228058,0.099239986,Thomas Reis,
109,Bundesliga,Bochum,2021-2022,Dribbler,-0.09,0.144207077,1.738143559,1.962941176,2.58491785,5.129846202,-0.616629454,Thomas Reis,
110,Bundesliga,Bochum,2021-2022,Finisher,-1.33,0.950517598,2.161786386,2.426111111,2.578185992,5.877351483,-0.469814355,Thomas Reis,
111,Bundesliga,Bochum,2021-2022,Midfielder,-2.34,-0.60089462,0.369450673,-0.298333333,1.01306522,1.952766514,-0.95783102,Thomas Reis,
112,Bundesliga,Bochum,2021-2022,Wide Def,0.02,0.495064378,0.686622487,-0.103888889,1.05656298,3.322727687,-0.181303068,Thomas Reis,
113,Bundesliga,Bochum,2022-2023,Central Def,-5.55,-0.467122217,0.691330677,-0.375555556,1.130081806,5.02707051,-1.025105341,Thomas Letsch,
114,Bundesliga,Bochum,2022-2023,Creator,-0.61,-0.61,0.907041829,0.588333333,1.551382661,3.550514876,-0.977864371,Thomas Letsch,
115,Bundesliga,Bochum,2022-2023,Deep Midfielder,-1.84,-0.718323944,1.130232889,0.796470588,2.038527818,2.573586848,-0.906809716,Thomas Letsch,
116,Bundesliga,Bochum,2022-2023,Dribbler,-4.22,-1.240342857,0.938065023,1.244,2.080436927,5.393391194,-1.047091528,Thomas Letsch,
117,Bundesliga,Bochum,2022-2023,Finisher,3.65,1.499343217,1.576448293,1.926666667,1.937448033,4.010951185,-0.039797236,Thomas Letsch,
118,Bundesliga,Bochum,2022-2023,Midfielder,2.46,1.545048834,0.923334258,0.202222222,2.103498075,2.964334179,0.295562228,Thomas Letsch,
119,Bundesliga,Bochum,2022-2023,Wide Def,-2.42,-0.681665524,0.633849738,0.46,0.904933752,2.793945134,-1.45371444,Thomas Letsch,
120,Bundesliga,Bochum,2023-2024,Central Def,2.43,0.952644444,0.8661734,0.970555556,0.828386294,3.532781727,0.104384929,Thomas Letsch,
121,Bundesliga,Bochum,2023-2024,Creator,0.57,1.359363636,1.009471496,0.806470588,1.062126613,2.258505981,0.329426018,Thomas Letsch,
122,Bundesliga,Bochum,2023-2024,Deep Midfielder,-1.78,-0.213427293,0.625220285,0.865294118,1.491869987,2.794011716,-0.562145217,Thomas Letsch,
123,Bundesliga,Bochum,2023-2024,Dribbler,-3.23,-0.645615923,1.023560559,1.612,1.655369725,4.701817582,-1.008340588,Thomas Letsch,
124,Bundesliga,Bochum,2023-2024,Finisher,-1.09,0.05776757,1.485999465,1.724444444,1.932831421,4.439919478,-0.738932469,Thomas Letsch,
125,Bundesliga,Bochum,2023-2024,Midfielder,0.52,0.343309394,0.560923265,0.490666667,0.737237296,1.450809954,-0.2951748,Thomas Letsch,
126,Bundesliga,Bochum,2023-2024,Wide Def,-6.17,-1.107876026,0.638232802,0.345555556,1.252792379,2.791559173,-1.393773508,Thomas Letsch,
127,Bundesliga,Darmstadt 98,2023-2024,Central Def,-7.09,-0.782949434,0.8661734,0.970555556,0.828386294,3.532781727,-1.990765476,Torstein Lieberknecht,
128,Bundesliga,Darmstadt 98,2023-2024,Creator,-1.48,-0.405521841,1.009471496,0.806470588,1.062126613,2.258505981,-1.332226609,Torstein Lieberknecht,
129,Bundesliga,Darmstadt 98,2023-2024,Deep Midfielder,-1.05,-1.05,0.625220285,0.865294118,1.491869987,2.794011716,-1.122899649,Torstein Lieberknecht,
130,Bundesliga,Darmstadt 98,2023-2024,Dribbler,-2.79,0.013155738,1.023560559,1.612,1.655369725,4.701817582,-0.61038015,Torstein Lieberknecht,
131,Bundesliga,Darmstadt 98,2023-2024,Finisher,-4.41,-0.49028445,1.485999465,1.724444444,1.932831421,4.439919478,-1.022481264,Torstein Lieberknecht,
132,Bundesliga,Darmstadt 98,2023-2024,Midfielder,-0.85,0.110447382,0.560923265,0.490666667,0.737237296,1.450809954,-0.611032413,Torstein Lieberknecht,
133,Bundesliga,Darmstadt 98,2023-2024,Wide Def,0.73,0.254438915,0.638232802,0.345555556,1.252792379,2.791559173,-0.306350752,Torstein Lieberknecht,
134,Bundesliga,Dortmund,2017-2018,Central Def,-1.72,0.886007843,1.121307821,1.007222222,1.145416654,4.737318434,-0.205427411,NA,
135,Bundesliga,Dortmund,2017-2018,Creator,2.42,1.222576798,0.615914678,0.17,1.428257395,2.945020656,0.424756856,NA,
136,Bundesliga,Dortmund,2017-2018,Deep Midfielder,0.8,0.207147365,0.180949983,-0.375,0.935647772,1.905945033,0.027999193,NA,
137,Bundesliga,Dortmund,2017-2018,Dribbler,5.4,1.815422115,0.954828362,0.941666667,1.564136585,4.36088395,0.550203711,NA,
138,Bundesliga,Dortmund,2017-2018,Finisher,3.37,1.391364951,1.113614397,1.478888889,1.626753216,4.179269411,0.170739207,NA,
139,Bundesliga,Dortmund,2017-2018,Midfielder,-1.43,-0.704923469,0.009069744,0.153888889,1.367473063,3.908603089,-0.52212598,NA,
140,Bundesliga,Dortmund,2017-2018,Wide Def,-1.56,-0.05069325,0.493431481,0.148333333,0.732211502,2.380208221,-0.74312508,NA,
141,Bundesliga,Dortmund,2018-2019,Central Def,1.38,0.520528333,0.870026593,0.547777778,0.818965445,2.957191743,-0.426755808,Lucien Favre,
142,Bundesliga,Dortmund,2018-2019,Creator,1.5,1.5,1.099674516,1.401111111,2.093414623,3.994205934,0.191230862,Lucien Favre,
143,Bundesliga,Dortmund,2018-2019,Deep Midfielder,6.89,3.53253879,0.962688322,1.095882353,1.593997192,2.709700304,1.612205141,Lucien Favre,
144,Bundesliga,Dortmund,2018-2019,Dribbler,6.15,2.993243881,1.050765336,1.584705882,2.241832588,3.998551484,0.866469046,Lucien Favre,
145,Bundesliga,Dortmund,2018-2019,Finisher,4.58,2.354150025,1.70853091,1.987222222,2.579057519,6.504728421,0.250331414,Lucien Favre,
146,Bundesliga,Dortmund,2018-2019,Midfielder,-1.26,-1.26,0.491207479,-0.042941176,1.534715806,2.206090333,-1.141063038,Lucien Favre,
147,Bundesliga,Dortmund,2018-2019,Wide Def,-0.92,0.46008589,0.958129725,0.457777778,1.348891087,3.6572805,-0.369224647,Lucien Favre,
148,Bundesliga,Dortmund,2019-2020,Central Def,5.56,1.955450558,1.145176818,2.009444444,0.729307463,2.466620628,1.111018029,Lucien Favre,
149,Bundesliga,Dortmund,2019-2020,Creator,1.76,1.515746677,0.376339893,0.432777778,1.896625508,3.184807327,0.60075475,Lucien Favre,
150,Bundesliga,Dortmund,2019-2020,Deep Midfielder,0.76,0.648947744,1.040343641,1.069444444,1.595903532,2.888611456,-0.245250348,Lucien Favre,
151,Bundesliga,Dortmund,2019-2020,Dribbler,9.59,4.743886865,0.931621294,0.934117647,2.186153915,6.254669315,1.743823042,Lucien Favre,
152,Bundesliga,Dortmund,2019-2020,Finisher,2.55,1.496372956,2.316122417,3.243888889,2.961565452,5.683301794,-0.276795997,Lucien Favre,
153,Bundesliga,Dortmund,2019-2020,Wide Def,6.53,3.709149539,1.019144623,0.839444444,1.276822902,3.148189904,2.106795634,Lucien Favre,
154,Bundesliga,Dortmund,2020-2021,Central Def,8.48,3.657230586,1.21123928,1.823888889,1.169341746,3.352221632,2.09176771,Edin Terzic,
155,Bundesliga,Dortmund,2020-2021,Creator,2.83,1.74318487,0.70438778,0.471764706,1.332913927,2.761012575,0.779342963,Edin Terzic,
156,Bundesliga,Dortmund,2020-2021,Deep Midfielder,-2.15,-0.718502994,1.025957294,0.541764706,1.790454057,2.537696385,-0.974311673,Edin Terzic,
157,Bundesliga,Dortmund,2020-2021,Dribbler,1.54,1.54,1.194115351,0.824705882,1.969462306,3.99271073,0.175623899,Edin Terzic,
158,Bundesliga,Dortmund,2020-2021,Finisher,12.06,5.570920125,1.456064856,1.805555556,2.290461544,5.401106882,1.796517947,Edin Terzic,
159,Bundesliga,Dortmund,2020-2021,Midfielder,3.04,3.04,1.314440313,0.904117647,1.436723728,2.221089425,1.201037927,Edin Terzic,
160,Bundesliga,Dortmund,2020-2021,Wide Def,4.2,2.442470568,1.138081912,2.118333333,1.05883758,3.062644474,1.231906273,Edin Terzic,
161,Bundesliga,Dortmund,2021-2022,Central Def,-0.49,0.269933289,0.878442731,0.723333333,1.197536293,4.502305292,-0.508134447,Marco Rose,
162,Bundesliga,Dortmund,2021-2022,Creator,7.33,2.044362632,0.802010376,0.26,1.401324259,3.516217665,0.886555877,Marco Rose,
163,Bundesliga,Dortmund,2021-2022,Deep Midfielder,0.15,0.15,0.727733209,0.285625,1.505854394,1.978228058,-0.383658082,Marco Rose,
164,Bundesliga,Dortmund,2021-2022,Dribbler,-1.63,-0.943935811,1.738143559,1.962941176,2.58491785,5.129846202,-1.037587856,Marco Rose,
165,Bundesliga,Dortmund,2021-2022,Finisher,7.36,3.807549374,2.161786386,2.426111111,2.578185992,5.877351483,0.638341451,Marco Rose,
166,Bundesliga,Dortmund,2021-2022,Midfielder,0.38,0.38,0.369450673,-0.298333333,1.01306522,1.952766514,0.010413275,Marco Rose,
167,Bundesliga,Dortmund,2021-2022,Wide Def,-0.59,0.434885683,0.686622487,-0.103888889,1.05656298,3.322727687,-0.238260103,Marco Rose,
168,Bundesliga,Dortmund,2022-2023,Central Def,6.77,2.25323732,0.691330677,-0.375555556,1.130081806,5.02707051,1.38211821,Edin Terzic,
169,Bundesliga,Dortmund,2022-2023,Creator,3.12,1.924704,0.907041829,0.588333333,1.551382661,3.550514876,0.655971087,Edin Terzic,
170,Bundesliga,Dortmund,2022-2023,Deep Midfielder,0.38,0.650902177,1.130232889,0.796470588,2.038527818,2.573586848,-0.235135723,Edin Terzic,
171,Bundesliga,Dortmund,2022-2023,Dribbler,5.17,2.007571765,0.938065023,1.244,2.080436927,5.393391194,0.514077946,Edin Terzic,
172,Bundesliga,Dortmund,2022-2023,Finisher,2.52,0.990386914,1.576448293,1.926666667,1.937448033,4.010951185,-0.302491406,Edin Terzic,
173,Bundesliga,Dortmund,2022-2023,Midfielder,8.65,8.65,0.923334258,0.202222222,2.103498075,2.964334179,3.67324593,Edin Terzic,
174,Bundesliga,Dortmund,2022-2023,Wide Def,2.17,1.542263016,0.633849738,0.46,0.904933752,2.793945134,1.003845062,Edin Terzic,
175,Bundesliga,Dortmund,2023-2024,Central Def,6.49,2.729674831,0.8661734,0.970555556,0.828386294,3.532781727,2.24955609,Edin Terzic,
176,Bundesliga,Dortmund,2023-2024,Creator,2.71,1.533929731,1.009471496,0.806470588,1.062126613,2.258505981,0.493781277,Edin Terzic,
177,Bundesliga,Dortmund,2023-2024,Deep Midfielder,-0.26,0.190485876,0.625220285,0.865294118,1.491869987,2.794011716,-0.291402343,Edin Terzic,
178,Bundesliga,Dortmund,2023-2024,Dribbler,1.58,1.209755473,1.023560559,1.612,1.655369725,4.701817582,0.112479353,Edin Terzic,
179,Bundesliga,Dortmund,2023-2024,Finisher,-0.29,0.949977134,1.485999465,1.724444444,1.932831421,4.439919478,-0.277324926,Edin Terzic,
