"","League","Team","Season","Gen..Role","DAVIES_TOTAL","DAVIES_weighted","League_DAVIES","Raw_League_DAVIES","SD_League","Raw_SD_League","Z"
"7724","Premier League","Tottenham","2021-2022","Central Def",4.59,1.42083993835315,1.1600309997471,0.718,1.37957806480796,4.72785875646181,0.189049786495663
"7725","Premier League","Tottenham","2021-2022","Creator",-3.24,-0.625604249667995,0.641411202546394,0.0773684210526317,1.8640815493641,4.23924762992636,-0.679699583232615
"7726","Premier League","Tottenham","2021-2022","Deep Midfielder",3.52,1.90471623405191,1.10777646287102,0.998947368421053,1.80492733022598,2.93288802441257,0.441535655112006
"7727","Premier League","Tottenham","2021-2022","Dribbler",5.72,3.92492963576159,1.46754180833008,1.9485,2.09326523503201,5.02866653351196,1.17394957232638
"7728","Premier League","Tottenham","2021-2022","Finisher",8.33,8.33,1.66880979476356,1.242,2.4232223199199,4.48521266291566,2.74889767665091
"7729","Premier League","Tottenham","2021-2022","Midfielder",-2.59,-2.59,0.399585875225446,-0.117777777777778,1.29020079102258,2.56373935436584,-2.31714776182704
"7730","Premier League","Tottenham","2021-2022","Wide Def",0.35,0.507229916897507,1.1520502844137,1.4645,1.50347795933578,4.13173529875128,-0.428885813398333
"7731","Premier League","Tottenham","2022-2023","Central Def",2.21,1.00820076932622,1.20594610581439,1.072,1.24021510108425,3.43583683210395,-0.159444386957786
"7732","Premier League","Tottenham","2022-2023","Deep Midfielder",2.34,1.46680173864274,1.6802919259672,1.281,1.67052433851975,2.27891456157254,-0.127798310028597
"7733","Premier League","Tottenham","2022-2023","Dribbler",4.44,2.14910310142498,1.15073712949524,1.575,2.09834637096592,6.15366771249387,0.475787022459103
"7734","Premier League","Tottenham","2022-2023","Finisher",8.95,8.95,2.08322106429302,1.883,2.62680511655776,4.93672392968198,2.61411815152294
"7735","Premier League","Tottenham","2022-2023","Wide Def",1.69,0.699718599862732,0.809372757686012,0.658,1.10105877291706,3.04651068739649,-0.0995897408208022
"7736","Premier League","Tottenham","2023-2024","Central Def",3.83,1.51449246453901,0.946150180825014,0.8445,0.871223988465989,3.67868608551878,0.652349213564131
"7737","Premier League","Tottenham","2023-2024","Creator",2.48,2.48,0.593842023831544,0.632222222222222,2.06228079469855,2.98429921925824,0.914598041652306
"7738","Premier League","Tottenham","2023-2024","Deep Midfielder",2.85,1.50240482472672,1.14595839199018,1.24222222222222,1.40166154428772,2.07136373252461,0.254302783856201
"7739","Premier League","Tottenham","2023-2024","Dribbler",3.91,2.11809836863891,0.841505953807211,0.592,1.38985158652413,4.04395793616522,0.918509880630002
"7740","Premier League","Tottenham","2023-2024","Finisher",7.74,4.17993187624184,1.90804078692291,1.97421052631579,2.17490721274263,3.39428820191521,1.04459219041993
"7741","Premier League","Tottenham","2023-2024","Midfielder",0.66,1.02008285532186,1.13111330404803,1.74052631578947,1.52860708424163,3.32443892289312,-0.0726350478620559
"7742","Premier League","Tottenham","2023-2024","Wide Def",6.63,2.75569423929099,0.969123408744117,1.6395,0.863263808821733,2.42417099231882,2.06955372423797
"7743","Premier League","Watford","2017-2018","Central Def",-9.26,-0.780571936959837,1.26890715665995,1.307,1.29060669949046,4.70117353770087,-1.58799663323376
"7744","Premier League","Watford","2017-2018","Creator",-2.61,-0.714285026480501,0.86685518290213,0.994117647058824,2.34263098525118,4.74038376455895,-0.674942071259719
"7745","Premier League","Watford","2017-2018","Deep Midfielder",-4.07,-1.54309309309309,0.898681651362167,0.5755,2.02919827925043,2.82203076375488,-1.20331993646142
"7746","Premier League","Watford","2017-2018","Dribbler",3.1,4.26930018416206,1.5918424437959,0.957,1.83409230341646,4.46762164444291,1.45982715012692
"7747","Premier League","Watford","2017-2018","Finisher",-2.09,-0.242893280632411,1.96928266563972,2.7625,2.816079717803,6.84487735847996,-0.785551606471562
"7748","Premier League","Watford","2017-2018","Midfielder",2.71,1.85637228979376,0.831952881625905,0.577777777777778,1.73453262884632,3.03597170326183,0.590602558367105
"7749","Premier League","Watford","2017-2018","Wide Def",-0.4,0.0647372991749891,0.787676082587943,1.1085,0.890579963150044,2.93414611446885,-0.811761788190101
"7750","Premier League","Watford","2018-2019","Central Def",-1.61,-0.288341655318505,1.14579585779645,1.0305,1.34724997836326,4.13155823159406,-1.06449251152132
"7751","Premier League","Watford","2018-2019","Creator",0,0,0.561163853770615,0.875,1.91477308013136,3.62709612717798,-0.293070682679599
"7752","Premier League","Watford","2018-2019","Deep Midfielder",1.87,1.87,0.648310527212469,-0.137,1.75477576483439,2.44430185921203,0.696208311779841
"7753","Premier League","Watford","2018-2019","Dribbler",3.39,2.12067258207631,1.86950879373564,2.008,2.38173956087294,6.5732124646373,0.105453926393451
"7754","Premier League","Watford","2018-2019","Finisher",3.72,1.7911928269192,2.53683115173086,2.792,2.33576954426552,4.18297627608809,-0.319225981279809
"7755","Premier League","Watford","2018-2019","Midfielder",-1.13,2.21154718927282,0.641753349557654,0.0868421052631579,1.47907634439376,2.72112528322706,1.0613338829096
"7756","Premier League","Watford","2018-2019","Wide Def",-3.06,-0.120342730790492,0.930282073011589,0.512,1.4274579281203,3.54199705786082,-0.736011046704237
"7757","Premier League","Watford","2019-2020","Central Def",0.34,0.105738836455839,0.980289007790834,0.6545,1.14285420901142,3.24047019817544,-0.765233364360175
"7758","Premier League","Watford","2019-2020","Creator",-0.74,-0.323470790378007,1.12927903583822,1.32277777777778,1.96058592634688,4.03585810622658,-0.740977381656057
"7759","Premier League","Watford","2019-2020","Deep Midfielder",0.9,0.9,0.39537866918324,0.115263157894737,1.27683877963928,2.67994479300736,0.395211469814005
"7760","Premier League","Watford","2019-2020","Dribbler",1.3,0.659161415414445,0.413097552450579,-0.0678947368421053,2.45827910148965,5.65313539251289,0.100095982923484
"7761","Premier League","Watford","2019-2020","Finisher",-3.55,-0.614705418200947,2.27362466954374,1.978,2.2482075392707,3.76773225107484,-1.28472573696716
"7762","Premier League","Watford","2019-2020","Midfielder",1.2,1.27311454717576,0.73891250663558,0.226470588235294,1.0473409822835,2.03874023963473,0.510055511601843
"7763","Premier League","Watford","2019-2020","Wide Def",-2.59,-0.2982521171734,1.3922768237845,2.4945,1.37388343969569,3.77310911165064,-1.23047479292155
"7764","Premier League","Watford","2021-2022","Central Def",-7.44,-1.1569232942506,1.1600309997471,0.718,1.37957806480796,4.72785875646181,-1.67946588388256
"7765","Premier League","Watford","2021-2022","Creator",-1.42,1.33646107178969,0.641411202546394,0.0773684210526317,1.8640815493641,4.23924762992636,0.372864518443624
"7766","Premier League","Watford","2021-2022","Deep Midfielder",-2.67,-1.091225,1.10777646287102,0.998947368421053,1.80492733022598,2.93288802441257,-1.21833240931407
"7767","Premier League","Watford","2021-2022","Dribbler",0.4,1.06747709982922,1.46754180833008,1.9485,2.09326523503201,5.02866653351196,-0.191119931581312
"7768","Premier League","Watford","2021-2022","Finisher",1.59,1.59,1.66880979476356,1.242,2.4232223199199,4.48521266291566,-0.0325227256763468
"7769","Premier League","Watford","2021-2022","Midfielder",0.19,0.330944689182575,0.399585875225446,-0.117777777777778,1.29020079102258,2.56373935436584,-0.0532019407525459
"7770","Premier League","Watford","2021-2022","Wide Def",-2.15,-0.200304631644389,1.1520502844137,1.4645,1.50347795933578,4.13173529875128,-0.899484364011257
"7771","Premier League","West Brom","2017-2018","Central Def",0.62,1.76153745502126,1.26890715665995,1.307,1.29060669949046,4.70117353770087,0.381704432927405
"7772","Premier League","West Brom","2017-2018","Deep Midfielder",-1.49,-0.157281921618205,0.898681651362167,0.5755,2.02919827925043,2.82203076375488,-0.520384618781776
"7773","Premier League","West Brom","2017-2018","Dribbler",-5.34,0.302324877486307,1.5918424437959,0.957,1.83409230341646,4.46762164444291,-0.703082153448625
"7774","Premier League","West Brom","2017-2018","Finisher",0.35,1.09533945464663,1.96928266563972,2.7625,2.816079717803,6.84487735847996,-0.31034036624322
"7775","Premier League","West Brom","2017-2018","Midfielder",0.01,0.197188788128607,0.831952881625905,0.577777777777778,1.73453262884632,3.03597170326183,-0.365956847937473
"7776","Premier League","West Brom","2017-2018","Wide Def",2.32,0.795566888976069,0.787676082587943,1.1085,0.890579963150044,2.93414611446885,0.00886030083162387
"7777","Premier League","West Brom","2020-2021","Central Def",0.4,0.665775537471153,0.857173317188474,0.2295,0.94132444469471,3.80454226446563,-0.203328173188359
"7778","Premier League","West Brom","2020-2021","Creator",1.88,1.46719464144996,1.03474127504942,1.0155,2.0113038657665,3.16496191878645,0.215011452899353
"7779","Premier League","West Brom","2020-2021","Deep Midfielder",-4.62,-1.53378398418191,0.665605245649417,0.221052631578947,1.31052030866226,3.53270575360027,-1.67825650262253
"7780","Premier League","West Brom","2020-2021","Dribbler",-4.94,-1.44133030499676,0.491490762066088,-0.135263157894737,1.67496999234348,3.79513338723431,-1.15394369803521
"7781","Premier League","West Brom","2020-2021","Finisher",-5.79,-1.64757386166145,1.86027081816121,1.3395,2.62321230425794,5.74349561174249,-1.33723247414203
"7782","Premier League","West Brom","2020-2021","Midfielder",-0.01,1.10149597557591,1.35339286671631,1.35,1.70253598036094,1.85607785397057,-0.147953931103998
"7783","Premier League","West Brom","2020-2021","Wide Def",0.37,0.694133891213389,0.941738837107996,0.61,1.39641778623759,4.48901231664019,-0.177314374204396
"7784","Premier League","West Ham","2017-2018","Central Def",-4.61,-0.505818666666667,1.26890715665995,1.307,1.29060669949046,4.70117353770087,-1.37510972477308
"7785","Premier League","West Ham","2017-2018","Creator",-3.67,-0.63337711543319,0.86685518290213,0.994117647058824,2.34263098525118,4.74038376455895,-0.640404872888873
"7786","Premier League","West Ham","2017-2018","Deep Midfielder",-1,-0.383838001514005,0.898681651362167,0.5755,2.02919827925043,2.82203076375488,-0.632032692906641
"7787","Premier League","West Ham","2017-2018","Dribbler",2.67,1.98749659121898,1.5918424437959,0.957,1.83409230341646,4.46762164444291,0.215722047732318
"7788","Premier League","West Ham","2017-2018","Finisher",-4.52,-0.981389635316698,1.96928266563972,2.7625,2.816079717803,6.84487735847996,-1.04779430862789
"7789","Premier League","West Ham","2017-2018","Midfielder",-0.66,-0.115510428100988,0.831952881625905,0.577777777777778,1.73453262884632,3.03597170326183,-0.546235506885261
"7790","Premier League","West Ham","2017-2018","Wide Def",4.79,1.64589572192513,0.787676082587943,1.1085,0.890579963150044,2.93414611446885,0.96366376389337
"7791","Premier League","West Ham","2018-2019","Central Def",2.85,1.25319089981041,1.14579585779645,1.0305,1.34724997836326,4.13155823159406,0.079714265161415
"7792","Premier League","West Ham","2018-2019","Creator",5.78,3.23871556146684,0.561163853770615,0.875,1.91477308013136,3.62709612717798,1.39836502585076
"7793","Premier League","West Ham","2018-2019","Deep Midfielder",0,0,0.648310527212469,-0.137,1.75477576483439,2.44430185921203,-0.36945491281825
"7794","Premier League","West Ham","2018-2019","Dribbler",-2.37,0.839044465468306,1.86950879373564,2.008,2.38173956087294,6.5732124646373,-0.432651976393951
"7795","Premier League","West Ham","2018-2019","Finisher",-0.27,1.08278403755869,2.53683115173086,2.792,2.33576954426552,4.18297627608809,-0.622513088991145
"7796","Premier League","West Ham","2018-2019","Midfielder",-6.04,-0.882873026462086,0.641753349557654,0.0868421052631579,1.47907634439376,2.72112528322706,-1.03079626808896
"7797","Premier League","West Ham","2018-2019","Wide Def",-0.84,-0.0828486055776892,0.930282073011589,0.512,1.4274579281203,3.54199705786082,-0.709744685731921
"7798","Premier League","West Ham","2019-2020","Central Def",0.84,0.54300936246099,0.980289007790834,0.6545,1.14285420901142,3.24047019817544,-0.382620671894883
"7799","Premier League","West Ham","2019-2020","Creator",1.89,0.359217630013726,1.12927903583822,1.32277777777778,1.96058592634688,4.03585810622658,-0.392771056588851
"7800","Premier League","West Ham","2019-2020","Deep Midfielder",1.96,1.96,0.39537866918324,0.115263157894737,1.27683877963928,2.67994479300736,1.2253867565479
"7801","Premier League","West Ham","2019-2020","Dribbler",-4.64,-2.31844863731656,0.413097552450579,-0.0678947368421053,2.45827910148965,5.65313539251289,-1.11116194581482
"7802","Premier League","West Ham","2019-2020","Finisher",5.12,2.44025285076847,2.27362466954374,1.978,2.2482075392707,3.76773225107484,0.0741160138973563
"7803","Premier League","West Ham","2019-2020","Midfielder",-0.31,0.111173936456651,0.73891250663558,0.226470588235294,1.0473409822835,2.03874023963473,-0.599364085620218
"7804","Premier League","West Ham","2019-2020","Wide Def",0.9,1.07453561016243,1.3922768237845,2.4945,1.37388343969569,3.77310911165064,-0.231272322266618
"7805","Premier League","West Ham","2020-2021","Central Def",-2.18,-0.363937964551172,0.857173317188474,0.2295,0.94132444469471,3.80454226446563,-1.29722678362578
"7806","Premier League","West Ham","2020-2021","Creator",2.1,1.33248935637365,1.03474127504942,1.0155,2.0113038657665,3.16496191878645,0.148037343532258
"7807","Premier League","West Ham","2020-2021","Deep Midfielder",7.17,3.72261511590981,0.665605245649417,0.221052631578947,1.31052030866226,3.53270575360027,2.3326688263083
"7808","Premier League","West Ham","2020-2021","Dribbler",-1.4,0.389302218114603,0.491490762066088,-0.135263157894737,1.67496999234348,3.79513338723431,-0.0610091789217739
"7809","Premier League","West Ham","2020-2021","Finisher",0.66,1.13152868430093,1.86027081816121,1.3395,2.62321230425794,5.74349561174249,-0.277805243852129
"7810","Premier League","West Ham","2020-2021","Midfielder",-2.05,-1.05298904538341,1.35339286671631,1.35,1.70253598036094,1.85607785397057,-1.41341031253246
"7811","Premier League","West Ham","2020-2021","Wide Def",0.77,1.70823840422975,0.941738837107996,0.61,1.39641778623759,4.48901231664019,0.548904185177244
"7812","Premier League","West Ham","2021-2022","Central Def",-2.74,0.0934976176295414,1.1600309997471,0.718,1.37957806480796,4.72785875646181,-0.773086648247065
"7813","Premier League","West Ham","2021-2022","Creator",1.71,1.71,0.641411202546394,0.0773684210526317,1.8640815493641,4.23924762992636,0.573252172265818
"7814","Premier League","West Ham","2021-2022","Deep Midfielder",3.68,5.31056679008829,1.10777646287102,0.998947368421053,1.80492733022598,2.93288802441257,2.32850944015075
"7815","Premier League","West Ham","2021-2022","Dribbler",4.16,2.92618455611977,1.46754180833008,1.9485,2.09326523503201,5.02866653351196,0.69682652889775
"7816","Premier League","West Ham","2021-2022","Finisher",1.02,3.46628232430788,1.66880979476356,1.242,2.4232223199199,4.48521266291566,0.741769549895753
"7817","Premier League","West Ham","2021-2022","Midfielder",2.21,1.50638201320132,0.399585875225446,-0.117777777777778,1.29020079102258,2.56373935436584,0.857847976591813
"7818","Premier League","West Ham","2021-2022","Wide Def",-0.7,0.862820688709014,1.1520502844137,1.4645,1.50347795933578,4.13173529875128,-0.192373685233447
"7819","Premier League","West Ham","2022-2023","Central Def",-4.09,-0.555215544974907,1.20594610581439,1.072,1.24021510108425,3.43583683210395,-1.42004532056545
"7820","Premier League","West Ham","2022-2023","Creator",-0.46,-0.46,1.54442328033408,1.34777777777778,2.34209062763331,3.75667806251208,-0.855826523826518
"7821","Premier League","West Ham","2022-2023","Deep Midfielder",5.26,5.26,1.6802919259672,1.281,1.67052433851975,2.27891456157254,2.14286496250918
"7822","Premier League","West Ham","2022-2023","Dribbler",4.38,2.43149377593361,1.15073712949524,1.575,2.09834637096592,6.15366771249387,0.610364744429113
"7823","Premier League","West Ham","2022-2023","Finisher",-2.48,-0.431688385269122,2.08322106429302,1.883,2.62680511655776,4.93672392968198,-0.957402372071571
"7824","Premier League","West Ham","2022-2023","Midfielder",0.39,1.25804180602007,1.22087834177932,1.02736842105263,1.78420241443988,3.47616462035909,0.0208291749523352
"7825","Premier League","West Ham","2022-2023","Wide Def",-1.23,-0.0340628336129327,0.809372757686012,0.658,1.10105877291706,3.04651068739649,-0.766022316015348
"7826","Premier League","West Ham","2023-2024","Central Def",-0.95,0.425020235467255,0.946150180825014,0.8445,0.871223988465989,3.67868608551878,-0.59815839813518
"7827","Premier League","West Ham","2023-2024","Creator",-2.29,-2.29,0.593842023831544,0.632222222222222,2.06228079469855,2.98429921925824,-1.39837505699755
"7828","Premier League","West Ham","2023-2024","Deep Midfielder",-0.41,0.828447589562141,1.14595839199018,1.24222222222222,1.40166154428772,2.07136373252461,-0.226524586996061
"7829","Premier League","West Ham","2023-2024","Dribbler",-1.31,0.0354811715481172,0.841505953807211,0.592,1.38985158652413,4.04395793616522,-0.579935865148649
"7830","Premier League","West Ham","2023-2024","Finisher",1.58,2.58337370678779,1.90804078692291,1.97421052631579,2.17490721274263,3.39428820191521,0.310511140846905
"7831","Premier League","West Ham","2023-2024","Midfielder",7.39,2.4884,1.13111330404803,1.74052631578947,1.52860708424163,3.32443892289312,0.887923855609593
"7832","Premier League","West Ham","2023-2024","Wide Def",3.1,1.88964705882353,0.969123408744117,1.6395,0.863263808821733,2.42417099231882,1.06632948198747
"7833","Premier League","Wolves","2018-2019","Central Def",3.33,1.2606771026306,1.14579585779645,1.0305,1.34724997836326,4.13155823159406,0.085270919784105
"7834","Premier League","Wolves","2018-2019","Creator",0,0,0.561163853770615,0.875,1.91477308013136,3.62709612717798,-0.293070682679599
"7835","Premier League","Wolves","2018-2019","Deep Midfielder",2.39,2.39,0.648310527212469,-0.137,1.75477576483439,2.44430185921203,0.992542470491609
"7836","Premier League","Wolves","2018-2019","Dribbler",0.15,0.991897561897562,1.86950879373564,2.008,2.38173956087294,6.5732124646373,-0.368474893836179
"7837","Premier League","Wolves","2018-2019","Finisher",6.32,6.32,2.53683115173086,2.792,2.33576954426552,4.18297627608809,1.61966699906551
"7838","Premier League","Wolves","2018-2019","Midfielder",1.81,1.21633029562125,0.641753349557654,0.0868421052631579,1.47907634439376,2.72112528322706,0.388470107199978
"7839","Premier League","Wolves","2018-2019","Wide Def",4.45,2.40250113207547,0.930282073011589,0.512,1.4274579281203,3.54199705786082,1.03135723306573
"7840","Premier League","Wolves","2019-2020","Central Def",2.48,1.59505396096441,0.980289007790834,0.6545,1.14285420901142,3.24047019817544,0.537920714931218
"7841","Premier League","Wolves","2019-2020","Deep Midfielder",0.81,0.424850452914032,0.39537866918324,0.115263157894737,1.27683877963928,2.67994479300736,0.0230818363294992
"7842","Premier League","Wolves","2019-2020","Dribbler",1.28,2.03131273500082,0.413097552450579,-0.0678947368421053,2.45827910148965,5.65313539251289,0.658271545151095
"7843","Premier League","Wolves","2019-2020","Finisher",3.84,5.92961788848005,2.27362466954374,1.978,2.2482075392707,3.76773225107484,1.62618137119239
"7844","Premier League","Wolves","2019-2020","Midfielder",1.76,1.76,0.73891250663558,0.226470588235294,1.0473409822835,2.03874023963473,0.974933198105323
"7845","Premier League","Wolves","2019-2020","Wide Def",5.62,2.60644559423017,1.3922768237845,2.4945,1.37388343969569,3.77310911165064,0.883749476385418
"7846","Premier League","Wolves","2020-2021","Central Def",5.09,1.74938082930666,0.857173317188474,0.2295,0.94132444469471,3.80454226446563,0.947821462776896
"7847","Premier League","Wolves","2020-2021","Creator",-1.14,-1.14,1.03474127504942,1.0155,2.0113038657665,3.16496191878645,-1.08125943178687
"7848","Premier League","Wolves","2020-2021","Deep Midfielder",4.43,1.50766156241889,0.665605245649417,0.221052631578947,1.31052030866226,3.53270575360027,0.642535877699616
"7849","Premier League","Wolves","2020-2021","Dribbler",3.49,1.36765306122449,0.491490762066088,-0.135263157894737,1.67496999234348,3.79513338723431,0.523091340838022
"7850","Premier League","Wolves","2020-2021","Finisher",-3.84,-1.00377347062386,1.86027081816121,1.3395,2.62321230425794,5.74349561174249,-1.09180804166564
"7851","Premier League","Wolves","2020-2021","Midfielder",-0.4,-0.4,1.35339286671631,1.35,1.70253598036094,1.85607785397057,-1.02987125496437
"7852","Premier League","Wolves","2020-2021","Wide Def",-1.33,0.98963334429464,0.941738837107996,0.61,1.39641778623759,4.48901231664019,0.0342981217073203
"7853","Premier League","Wolves","2021-2022","Central Def",2.6,1.79203635274144,1.1600309997471,0.718,1.37957806480796,4.72785875646181,0.458114962187593
"7854","Premier League","Wolves","2021-2022","Deep Midfielder",4.4,2.16213638785296,1.10777646287102,0.998947368421053,1.80492733022598,2.93288802441257,0.584156440719377
"7855","Premier League","Wolves","2021-2022","Dribbler",-2.23,-0.237425838871778,1.46754180833008,1.9485,2.09326523503201,5.02866653351196,-0.814501487278453
"7856","Premier League","Wolves","2021-2022","Finisher",0.38,0.588557602247893,1.66880979476356,1.242,2.4232223199199,4.48521266291566,-0.445791615418668
"7857","Premier League","Wolves","2021-2022","Midfielder",-0.74,-0.74,0.399585875225446,-0.117777777777778,1.29020079102258,2.56373935436584,-0.883262421752386
"7858","Premier League","Wolves","2021-2022","Wide Def",-0.97,0.293583086053412,1.1520502844137,1.4645,1.50347795933578,4.13173529875128,-0.570987551250534
"7859","Premier League","Wolves","2022-2023","Central Def",2.16,1.24980566182096,1.20594610581439,1.072,1.24021510108425,3.43583683210395,0.0353644750561695
"7860","Premier League","Wolves","2022-2023","Creator",-1.17,-0.166345915841584,1.54442328033408,1.34777777777778,2.34209062763331,3.75667806251208,-0.730445344851752
"7861","Premier League","Wolves","2022-2023","Deep Midfielder",2.2,2.22039026352847,1.6802919259672,1.281,1.67052433851975,2.27891456157254,0.323310666661609
"7862","Premier League","Wolves","2022-2023","Dribbler",-7.21,-1.06940708090431,1.15073712949524,1.575,2.09834637096592,6.15366771249387,-1.05804467799926
"7863","Premier League","Wolves","2022-2023","Finisher",-1.68,-0.794575946334451,2.08322106429302,1.883,2.62680511655776,4.93672392968198,-1.09555025322876
"7864","Premier League","Wolves","2022-2023","Midfielder",-0.67,-0.0694477407576449,1.22087834177932,1.02736842105263,1.78420241443988,3.47616462035909,-0.723194897671989
"7865","Premier League","Wolves","2022-2023","Wide Def",-0.72,0.0490596172380559,0.809372757686012,0.658,1.10105877291706,3.04651068739649,-0.690529115383768
"7866","Premier League","Wolves","2023-2024","Central Def",1.35,1.11371859296482,0.946150180825014,0.8445,0.871223988465989,3.67868608551878,0.192336774880197
"7867","Premier League","Wolves","2023-2024","Creator",-0.81,-0.126371599815583,0.593842023831544,0.632222222222222,2.06228079469855,2.98429921925824,-0.349231601001455
"7868","Premier League","Wolves","2023-2024","Deep Midfielder",0,0,1.14595839199018,1.24222222222222,1.40166154428772,2.07136373252461,-0.817571400642599
"7869","Premier League","Wolves","2023-2024","Dribbler",0.85,1.17352281226627,0.841505953807211,0.592,1.38985158652413,4.04395793616522,0.238886555714481
"7870","Premier League","Wolves","2023-2024","Midfielder",2.56,1.41308935984269,1.13111330404803,1.74052631578947,1.52860708424163,3.32443892289312,0.184466013995058
"7871","Premier League","Wolves","2023-2024","Wide Def",1.06,1.1672588929047,0.969123408744117,1.6395,0.863263808821733,2.42417099231882,0.229519044046357
"7872","Primeira Liga","Arouca","2021-2022","Central Def",-0.9,2.10630074424899,0.81693446835394,0.694444444444444,0.963054555984988,3.40491378870255,1.33882994258442
"7873","Primeira Liga","Arouca","2021-2022","Creator",-2.24,0.17022623345367,1.06724317221331,0.58625,1.38447679431026,3.30318003344252,-0.64791041817825
"7874","Primeira Liga","Arouca","2021-2022","Deep Midfielder",0.86,0.86,0.478831149524616,0.234444444444444,0.777773944649314,1.29755980128412,0.490076651574189
"7875","Primeira Liga","Arouca","2021-2022","Dribbler",1.6,1.14089136490251,1.30344716802824,1.76388888888889,1.58698011938035,3.24635386221108,-0.10243090076592
"7876","Primeira Liga","Arouca","2021-2022","Finisher",2.87,1.70854214123007,1.74682263833895,2.15555555555556,1.94885789222313,4.55560575454568,-0.0196425287147118
"7877","Primeira Liga","Arouca","2021-2022","Midfielder",0.32,0.397026597856292,1.13346588586684,1.11444444444444,1.55561114007013,1.83231843566374,-0.47340834032427
"7878","Primeira Liga","Arouca","2021-2022","Wide Def",1.64,1.12082007343941,0.994498840809567,1.58444444444444,0.579455629071637,1.77336576706297,0.217999836902489
"7879","Primeira Liga","Arouca","2022-2023","Central Def",1.98,1.20139465875371,1.09304352434824,1.20888888888889,0.943117642026886,2.72349016756265,0.114886128280467
"7880","Primeira Liga","Arouca","2022-2023","Creator",3.34,1.7604213091922,2.16744728576155,2.18529411764706,2.40103986957382,3.77527005267017,-0.169520707143275
"7881","Primeira Liga","Arouca","2022-2023","Deep Midfielder",-0.0500000000000001,0.756166547020818,1.29091638887152,1.60388888888889,1.33649661623169,2.97094981621325,-0.400113128126322
"7882","Primeira Liga","Arouca","2022-2023","Dribbler",2.48,1.93126284875184,1.4660911494882,1.62444444444444,1.49974167719438,3.69578809906664,0.310167881800718
"7883","Primeira Liga","Arouca","2022-2023","Finisher",2.4,1.97463604240283,1.69092472832573,2.21055555555556,2.0726770793767,4.74553099021437,0.136881580300204
"7884","Primeira Liga","Arouca","2022-2023","Wide Def",1.27,0.879236145781328,1.00172234029286,0.594444444444444,0.910554016364082,2.66835314318252,-0.134518317760687
"7885","Primeira Liga","Arouca","2023-2024","Central Def",-2.81,0.299325797335486,0.918471535638328,1.085,0.854714502661306,2.85850485394026,-0.724388946689241
"7886","Primeira Liga","Arouca","2023-2024","Creator",1.68,1.68003607503608,1.32296357206995,1.54125,1.77751286013786,3.62007895862323,0.200883217766669
"7887","Primeira Liga","Arouca","2023-2024","Deep Midfielder",-1.61,0.142905075996559,0.0221124779661469,-0.165555555555556,1.09357599666022,1.88093913408802,0.110456519162191
"7888","Primeira Liga","Arouca","2023-2024","Dribbler",5.74,2.91156862745098,0.940703967651186,0.846470588235294,1.93845521703618,4.20569248337368,1.01671921150346
"7889","Primeira Liga","Arouca","2023-2024","Finisher",4.51,4.63664876033058,1.44206664902003,1.48,1.88429543399807,3.27974712081139,1.69537220845052
"7890","Primeira Liga","Arouca","2023-2024","Midfielder",-0.23,-0.23,0.680844149833229,0.417058823529412,1.10807970142743,1.86349391166795,-0.822002378222325
"7891","Primeira Liga","Arouca","2023-2024","Wide Def",0.58,0.46126310883244,0.699394031694277,0.496666666666667,0.603294652634315,1.71898396803255,-0.394717443328938
"7892","Primeira Liga","Aves","2019-2020","Central Def",-5.8,-1.0600860252809,0.737481750896839,-0.0666666666666666,1.2570681950059,4.02662900904349,-1.42996838462634
"7893","Primeira Liga","Aves","2019-2020","Creator",-2.26,-1.09777191129884,0.790802449715253,1.065,2.00302576825001,3.70810823286843,-0.942860741459203
"7894","Primeira Liga","Aves","2019-2020","Deep Midfielder",-0.34,0.24390266584005,0.852965817223732,0.693333333333333,0.96966171962646,1.73226475357279,-0.628119208024743
"7895","Primeira Liga","Aves","2019-2020","Dribbler",-4.42,-2.23985074626866,0.940722761821397,1.48388888888889,1.6805370789875,4.20927706366459,-1.89259347375204
"7896","Primeira Liga","Aves","2019-2020","Finisher",0.32,0.985264747690121,1.79781123411718,2.39333333333333,1.59745982120516,3.23412139173386,-0.50864909128923
"7897","Primeira Liga","Aves","2019-2020","Midfielder",-0.64,-0.64,0.390117038224848,0.217777777777778,0.843013439419119,1.99721145469658,-1.22194616367522
"7898","Primeira Liga","Aves","2019-2020","Wide Def",-0.24,0.00552471692902512,0.878515560334122,1.18666666666667,0.689998496323895,2.13975534610302,-1.26520687806731
"7899","Primeira Liga","Belenenses SAD","2019-2020","Central Def",-5.42,-0.0522238725357819,0.737481750896839,-0.0666666666666666,1.2570681950059,4.02662900904349,-0.62821223746649
"7900","Primeira Liga","Belenenses SAD","2019-2020","Creator",-4.27,-2.05338709677419,0.790802449715253,1.065,2.00302576825001,3.70810823286843,-1.41994655863781
"7901","Primeira Liga","Belenenses SAD","2019-2020","Deep Midfielder",0.56,0.56,0.852965817223732,0.693333333333333,0.96966171962646,1.73226475357279,-0.30213198200357
"7902","Primeira Liga","Belenenses SAD","2019-2020","Dribbler",-1.78,-0.285231807511737,0.940722761821397,1.48388888888889,1.6805370789875,4.20927706366459,-0.729501648408589
"7903","Primeira Liga","Belenenses SAD","2019-2020","Finisher",1.9,1.83212201591512,1.79781123411718,2.39333333333333,1.59745982120516,3.23412139173386,0.0214783378852398
