"Team","Comp","Season","Player","Nation","Pos","Age","WeeklyWageEUR","WeeklyWageGBP","WeeklyWageUSD","AnnualWageEUR","AnnualWageGBP","AnnualWageUSD","Notes","Url","WeeklyWageEUR_num"
"Deportivo La Coruna","La Liga","2017-2018","Alejandro Arribas","ESP","DF",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/cc29324e/Alejandro-Arribas",NA
"Deportivo La Coruna","La Liga","2017-2018","Blas","ESP","DF",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/cb6eabd1/Blas",NA
"Deportivo La Coruna","La Liga","2017-2018","Bruno Gama","POR","FW,MF",29,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/6cffc9df/Bruno-Gama",NA
"Deportivo La Coruna","La Liga","2017-2018","Costel Pantilimon","ROU","GK",30,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/d24e154c/Costel-Pantilimon",NA
"Deportivo La Coruna","La Liga","2017-2018","Maksym Koval","UKR","GK",24,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/60713cb3/Maksym-Koval",NA
"Deportivo La Coruna","La Liga","2017-2018","Lucas Pérez","ESP","FW",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/a300ac7e/Lucas-Perez",NA
"Deportivo La Coruna","La Liga","2017-2018","Emre Çolak","TUR","MF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/643b39a6/Emre-Colak",NA
"Deportivo La Coruna","La Liga","2017-2018","Federico Cartabia","ARG","FW,MF",24,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/a8e6bebf/Federico-Cartabia",NA
"Deportivo La Coruna","La Liga","2017-2018","Adrián López","ESP","FW,MF",29,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/88a359d4/Adrian-Lopez",NA
"Las Palmas","La Liga","2017-2018","Vitolo","ESP","FW,MF",27,95000,82519,104118,4940000,4291006,5414132,"Unverified estimation","https://fbref.com/en/players/db750822/Vitolo",95000
"Las Palmas","La Liga","2017-2018","Alen Halilović","CRO","FW,MF",21,57115,49612,62597,2970000,2579815,3255055,"Unverified estimation","https://fbref.com/en/players/a6b9bd00/Alen-Halilovic",57115
"Las Palmas","La Liga","2017-2018","Emmanuel Emenike","NGA","",30,31154,27061,34144,1620000,1407172,1775485,"Unverified estimation","https://fbref.com/en/players/df6bcd09/Emmanuel-Emenike",31154
"Las Palmas","La Liga","2017-2018","Sergi Samper","ESP","MF",22,21346,18542,23395,1110000,964173,1216536,"Unverified estimation","https://fbref.com/en/players/6a7586f4/Sergi-Samper",21346
"Las Palmas","La Liga","2017-2018","Loïc Rémy","FRA","FW",30,20769,18041,22763,1080000,938115,1183656,"Unverified estimation","https://fbref.com/en/players/5c2da10f/Loic-Remy",20769
"Las Palmas","La Liga","2017-2018","Jonathan Calleri","ARG","FW",23,19615,17038,21498,1020000,885997,1117898,"Unverified estimation","https://fbref.com/en/players/6922f806/Jonathan-Calleri",19615
"Las Palmas","La Liga","2017-2018","Pedro Bigas","ESP","DF",26,17308,15034,18969,9e+05,781762,986380,"Unverified estimation","https://fbref.com/en/players/697295b1/Pedro-Bigas",17308
"Las Palmas","La Liga","2017-2018","Hernán Toledo","ARG","FW,MF",21,12885,11192,14121,670000,581978,734305,"Unverified estimation","https://fbref.com/en/players/93568a16/Hernan-Toledo",12885
"Las Palmas","La Liga","2017-2018","Ximo Navarro","ESP","DF",27,12692,11025,13911,660000,573292,723346,"Unverified estimation","https://fbref.com/en/players/8db394aa/Ximo-Navarro",12692
"Las Palmas","La Liga","2017-2018","Tana","ESP","MF,FW",26,11923,10357,13067,620000,538547,679506,"Unverified estimation","https://fbref.com/en/players/ef345601/Tana",11923
"Las Palmas","La Liga","2017-2018","Gabriel Peñalba","ARG","MF",32,11923,10357,13067,620000,538547,679506,"Unverified estimation","https://fbref.com/en/players/e7375367/Gabriel-Penalba",11923
"Las Palmas","La Liga","2017-2018","Alberto Aquilani","ITA","MF",33,10577,9187,11592,550000,477744,602788,"Unverified estimation","https://fbref.com/en/players/ad340e17/Alberto-Aquilani",10577
"Las Palmas","La Liga","2017-2018","Matías Aguirregaray","URU","DF",28,8846,7684,9695,460000,399567,504150,"Unverified estimation","https://fbref.com/en/players/8617e3d9/Matias-Aguirregaray",8846
"Las Palmas","La Liga","2017-2018","David García","ESP","DF",35,7692,6682,8431,4e+05,347450,438391,"Unverified estimation","https://fbref.com/en/players/1250086e/David-Garcia",7692
"Las Palmas","La Liga","2017-2018","Javi Castellano","ESP","MF",29,6731,5847,7377,350000,304019,383592,"Unverified estimation","https://fbref.com/en/players/dac68523/Javi-Castellano",6731
"Las Palmas","La Liga","2017-2018","Momo","ESP","FW,MF",35,5769,5011,6323,3e+05,260587,328793,"Unverified estimation","https://fbref.com/en/players/9857e65d/Momo",5769
"Las Palmas","La Liga","2017-2018","Nacho Gil","ESP","FW,MF",21,5769,5011,6323,3e+05,260587,328793,"Unverified estimation","https://fbref.com/en/players/87ec1a2a/Nacho-Gil",5769
"Las Palmas","La Liga","2017-2018","Erik Expósito","ESP","FW",21,5385,4677,5901,280000,243215,306874,"Unverified estimation","https://fbref.com/en/players/07d67579/Erik-Exposito",5385
"Las Palmas","La Liga","2017-2018","Leandro Chichizola","ARG","GK",27,4808,4176,5269,250000,217156,273995,"Unverified estimation","https://fbref.com/en/players/8d957256/Leandro-Chichizola",4808
"Las Palmas","La Liga","2017-2018","David Simón","ESP","DF",28,4808,4176,5269,250000,217156,273995,"Unverified estimation","https://fbref.com/en/players/251336da/David-Simon",4808
"Las Palmas","La Liga","2017-2018","Dani Castellano","ESP","DF",29,4808,4176,5269,250000,217156,273995,"Unverified estimation","https://fbref.com/en/players/21d4e122/Dani-Castellano",4808
"Las Palmas","La Liga","2017-2018","Oghenekaro Etebo","NGA","MF",21,2115,1837,2318,110000,95549,120558,"Unverified estimation","https://fbref.com/en/players/b579e83d/Oghenekaro-Etebo",2115
"Las Palmas","La Liga","2017-2018","Benito Del Valle","","",20,385,334,422,20000,17372,21920,"Unverified estimation",NA,385
"Las Palmas","La Liga","2017-2018","Álex Gálvez","ESP","DF",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/960fb42d/Alex-Galvez",NA
"Las Palmas","La Liga","2017-2018","Hernán","ESP","MF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/8c83efb6/Hernan",NA
"Las Palmas","La Liga","2017-2018","Aythami Artiles","ESP","DF",31,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/01ae64cd/Aythami-Artiles",NA
"Las Palmas","La Liga","2017-2018","Vicente Gómez","ESP","MF",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/cefb32b1/Vicente-Gomez",NA
"Las Palmas","La Liga","2017-2018","Sergio Araujo","ARG","MF,FW",25,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/080ac8d8/Sergio-Araujo",NA
"Las Palmas","La Liga","2017-2018","Benito Ramírez","ESP","FW,DF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/db714daf/Benito-Ramirez",NA
"Las Palmas","La Liga","2017-2018","Raúl Lizoain","ESP","GK",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/f69e9eee/Raul-Lizoain",NA
"Las Palmas","La Liga","2017-2018","Borja Herrera","ESP","DF",24,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/4f6d9bcd/Borja-Herrera",NA
"Las Palmas","La Liga","2017-2018","Oussama Tannane","MAR","FW",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/730bd100/Oussama-Tannane",NA
"Las Palmas","La Liga","2017-2018","Michel","BRA","DF",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/05384ea1/Michel",NA
"Las Palmas","La Liga","2017-2018","Mauricio Lemos","URU","DF,MF",21,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/dbe5a587/Mauricio-Lemos",NA
"Las Palmas","La Liga","2017-2018","Jonathan Viera","ESP","MF",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/efa708aa/Jonathan-Viera",NA
"Las Palmas","La Liga","2017-2018","Fabio González","ESP","MF",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/5418d47c/Fabio-Gonzalez",NA
"Las Palmas","La Liga","2017-2018","Jairo Samperio","ESP","FW,MF",24,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/c0a0c18f/Jairo-Samperio",NA
"Las Palmas","La Liga","2017-2018","Imoh Ezekiel","NGA","MF,FW",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/9243fea6/Imoh-Ezekiel",NA
"Malaga","La Liga","2017-2018","Borja Bastón","ESP","FW",24,50000,43431,54799,2600000,2258424,2849543,"Unverified estimation","https://fbref.com/en/players/8c44e37b/Borja-Baston",50000
"Malaga","La Liga","2017-2018","Brown Ideye","NGA","FW",28,35000,30402,38359,1820000,1580897,1994680,"Unverified estimation","https://fbref.com/en/players/f519b556/Brown-Ideye",35000
"Malaga","La Liga","2017-2018","Isaac Success","NGA","MF,FW",21,33269,28898,36462,1730000,1502721,1896042,"Unverified estimation","https://fbref.com/en/players/f573a8bf/Isaac-Success",33269
"Malaga","La Liga","2017-2018","Alberto Bueno","ESP","MF,FW",29,31923,27729,34987,1660000,1441917,1819324,"Unverified estimation","https://fbref.com/en/players/9b878773/Alberto-Bueno",31923
"Malaga","La Liga","2017-2018","Adrián González","ESP","MF,FW",29,27692,24054,30350,1440000,1250819,1578209,"Unverified estimation","https://fbref.com/en/players/57ebd662/Adrian-Gonzalez",27692
"Malaga","La Liga","2017-2018","Luis Hernández","ESP","DF",28,25769,22384,28243,1340000,1163957,1468611,"Unverified estimation","https://fbref.com/en/players/02d2c436/Luis-Hernandez",25769
"Malaga","La Liga","2017-2018","Keko","ESP","MF,FW",25,25769,22384,28243,1340000,1163957,1468611,"Unverified estimation","https://fbref.com/en/players/1512328c/Keko",25769
"Malaga","La Liga","2017-2018","Roberto Rosales","VEN","DF",28,25769,22384,28243,1340000,1163957,1468611,"Unverified estimation","https://fbref.com/en/players/81069528/Roberto-Rosales",25769
"Malaga","La Liga","2017-2018","Recio","ESP","MF",26,24808,21549,27189,1290000,1120526,1413812,"Unverified estimation","https://fbref.com/en/players/54073b28/Recio",24808
"Malaga","La Liga","2017-2018","Juankar","ESP","DF",27,20769,18041,22763,1080000,938115,1183656,"Unverified estimation","https://fbref.com/en/players/e9a12436/Juankar",20769
"Malaga","La Liga","2017-2018","Miguel Torres","ESP","DF",31,20769,18041,22763,1080000,938115,1183656,"Unverified estimation","https://fbref.com/en/players/44b61913/Miguel-Torres",20769
"Malaga","La Liga","2017-2018","Adalberto Peñaranda","VEN","FW,MF",20,19808,17205,21709,1030000,894683,1128858,"Unverified estimation","https://fbref.com/en/players/4b3f2936/Adalberto-Penaranda",19808
"Malaga","La Liga","2017-2018","Roberto","ESP","GK",31,19808,17205,21709,1030000,894683,1128858,"Unverified estimation","https://fbref.com/en/players/ba3ca78f/Roberto",19808
"Malaga","La Liga","2017-2018","Federico Ricca","URU","DF",22,17885,15535,19601,930000,807821,1019260,"Unverified estimation","https://fbref.com/en/players/54f5ce34/Federico-Ricca",17885
"Malaga","La Liga","2017-2018","Diego González","ESP","DF",22,17885,15535,19601,930000,807821,1019260,"Unverified estimation","https://fbref.com/en/players/4ac7608e/Diego-Gonzalez",17885
"Malaga","La Liga","2017-2018","Manuel Iturra","CHI","MF",33,16731,14533,18337,870000,755703,953501,"Unverified estimation","https://fbref.com/en/players/000b3da6/Manuel-Iturra",16731
"Malaga","La Liga","2017-2018","Esteban Rolón","ARG","MF",22,12885,11192,14121,670000,581978,734305,"Unverified estimation","https://fbref.com/en/players/10e25802/Esteban-Rolon",12885
"Malaga","La Liga","2017-2018","Cenk Gönen","TUR","GK",29,12885,11192,14121,670000,581978,734305,"Unverified estimation","https://fbref.com/en/players/76338022/Cenk-Gonen",12885
"Malaga","La Liga","2017-2018","Mehdi Lacen","ALG","MF",33,10962,9521,12014,570000,495116,624708,"Unverified estimation","https://fbref.com/en/players/a3a306f6/Mehdi-Lacen",10962
"Malaga","La Liga","2017-2018","Ignasi Miquel","ESP","DF",24,10192,8853,11171,530000,460371,580868,"Unverified estimation","https://fbref.com/en/players/174f09a6/Ignasi-Miquel",10192
"Malaga","La Liga","2017-2018","Maxime Lestienne","BEL","MF",25,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/ac290817/Maxime-Lestienne",9423
"Malaga","La Liga","2017-2018","Andrés Prieto","ESP","GK",23,4038,3508,4426,210000,182411,230155,"Unverified estimation","https://fbref.com/en/players/113fb4ea/Andres-Prieto",4038
"Malaga","La Liga","2017-2018","Youssef En-Nesyri","MAR","FW",20,2885,2506,3161,150000,130294,164397,"Unverified estimation","https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri",2885
"Malaga","La Liga","2017-2018","Iván Rodríguez","ESP","DF",21,2692,2339,2951,140000,121607,153437,"Unverified estimation","https://fbref.com/en/players/aa55fe48/Ivan-Rodriguez",2692
"Malaga","La Liga","2017-2018","José Carlos","ESP","MF",18,1923,1670,2108,1e+05,86862,109598,"Unverified estimation","https://fbref.com/en/players/766d9c80/Jose-Carlos",1923
"Malaga","La Liga","2017-2018","Álex Robles","ESP","DF",18,1923,1670,2108,1e+05,86862,109598,"Unverified estimation","https://fbref.com/en/players/df9326db/Alex-Robles",1923
"Malaga","La Liga","2017-2018","Zdravko Kuzmanović","SRB","MF",29,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/6df0dc74/Zdravko-Kuzmanovic",NA
"Malaga","La Liga","2017-2018","Samu García","ESP","MF",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/5f7db81a/Samu-Garcia",NA
"Malaga","La Liga","2017-2018","Paul Baysse","FRA","DF",29,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/2515040a/Paul-Baysse",NA
"Malaga","La Liga","2017-2018","Cifu","ESP","DF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/90f83973/Cifu",NA
"Malaga","La Liga","2017-2018","Juanpi","VEN","MF,FW",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/d79afcfc/Juanpi",NA
"Malaga","La Liga","2017-2018","Juan Cruz","ESP","FW",17,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/cc2dd8a5/Juan-Cruz",NA
"Malaga","La Liga","2017-2018","Jony","ESP","FW,MF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/244f57b9/Jony",NA
"Malaga","La Liga","2017-2018","Javier Ontiveros","ESP","MF,FW",19,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/a83d8b0c/Javier-Ontiveros",NA
"Malaga","La Liga","2017-2018","Ían Pino","ESP","DF",21,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/40585058/Ian-Pino",NA
"Malaga","La Liga","2017-2018","Emanuel Cecchini","ARG","MF,DF",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/5c256395/Emanuel-Cecchini",NA
"Malaga","La Liga","2017-2018","Diego Rolán","URU","FW,MF",24,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/d1491e00/Diego-Rolan",NA
"Malaga","La Liga","2017-2018","Chory Castro","URU","MF,FW",32,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/8cc3d96e/Chory-Castro",NA
"Malaga","La Liga","2017-2018","Álex Mula","ESP","FW,MF",21,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/bd207a4d/Alex-Mula",NA
"Malaga","La Liga","2017-2018","Alberto López","ESP","DF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/c0de5ff5/Alberto-Lopez",NA
"Juventus","Serie A","2017-2018","Gonzalo Higuaín","ARG","FW",29,264231,229517,289591,13740000,11934902,15058740,"Unverified estimation","https://fbref.com/en/players/8a08491a/Gonzalo-Higuain",264231
"Juventus","Serie A","2017-2018","Paulo Dybala","ARG","MF,FW",23,246731,214316,270412,12830000,11144454,14061400,"Unverified estimation","https://fbref.com/en/players/e0921a4f/Paulo-Dybala",246731
"Juventus","Serie A","2017-2018","Douglas Costa","BRA","FW,MF",26,211538,183748,231842,1.1e+07,9554871,12055760,"Unverified estimation","https://fbref.com/en/players/4fa7cb9b/Douglas-Costa",211538
"Juventus","Serie A","2017-2018","Miralem Pjanić","BIH","MF",27,158462,137644,173670,8240000,7157467,9030860,"Unverified estimation","https://fbref.com/en/players/ad6df2d5/Miralem-Pjanic",158462
"Juventus","Serie A","2017-2018","Gianluigi Buffon","ITA","GK",39,158462,137644,173670,8240000,7157467,9030860,"Unverified estimation","https://fbref.com/en/players/e40d028b/Gianluigi-Buffon",158462
"Juventus","Serie A","2017-2018","Sami Khedira","GER","MF",30,140962,122443,154491,7330000,6367018,8033520,"Unverified estimation","https://fbref.com/en/players/38ac43d3/Sami-Khedira",140962
"Juventus","Serie A","2017-2018","Wojciech Szczęsny","POL","GK",27,123269,107075,135100,6410000,5567884,7025220,"Unverified estimation","https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny",123269
"Juventus","Serie A","2017-2018","Blaise Matuidi","FRA","MF",30,123269,107075,135100,6410000,5567884,7025220,"Unverified estimation","https://fbref.com/en/players/c0cddebe/Blaise-Matuidi",123269
"Juventus","Serie A","2017-2018","Claudio Marchisio","ITA","FW",31,123269,107075,135100,6410000,5567884,7025220,"Unverified estimation","https://fbref.com/en/players/e304acd5/Claudio-Marchisio",123269
"Juventus","Serie A","2017-2018","Mario Mandžukić","CRO","FW",31,123269,107075,135100,6410000,5567884,7025220,"Unverified estimation","https://fbref.com/en/players/afa0d4e0/Mario-Mandzukic",123269
"Juventus","Serie A","2017-2018","Giorgio Chiellini","ITA","DF",32,123269,107075,135100,6410000,5567884,7025220,"Unverified estimation","https://fbref.com/en/players/e85fb9b8/Giorgio-Chiellini",123269
"Juventus","Serie A","2017-2018","Andrea Barzagli","ITA","DF",36,105769,91874,115921,5500000,4777435,6027880,"Unverified estimation","https://fbref.com/en/players/7c0000fd/Andrea-Barzagli",105769
"Juventus","Serie A","2017-2018","Juan Cuadrado","COL","FW",29,105769,91874,115921,5500000,4777435,6027880,"Unverified estimation","https://fbref.com/en/players/0ab1f153/Juan-Cuadrado",105769
"Juventus","Serie A","2017-2018","Medhi Benatia","MAR","DF",30,98654,85693,108122,5130000,4456044,5622368,"Unverified estimation","https://fbref.com/en/players/3b15ef2d/Medhi-Benatia",98654
"Juventus","Serie A","2017-2018","Alex Sandro","BRA","DF",26,98654,85693,108122,5130000,4456044,5622368,"Unverified estimation","https://fbref.com/en/players/0d82903c/Alex-Sandro",98654
"Juventus","Serie A","2017-2018","Stephan Lichtsteiner","SUI","DF",33,98654,85693,108122,5130000,4456044,5622368,"Unverified estimation","https://fbref.com/en/players/99b1d0e6/Stephan-Lichtsteiner",98654
"Juventus","Serie A","2017-2018","Benedikt Höwedes","GER","DF",29,87885,76339,96320,4570000,3969614,5008620,"Unverified estimation","https://fbref.com/en/players/d5c04323/Benedikt-Howedes",87885
"Juventus","Serie A","2017-2018","Mattia De Sciglio","ITA","DF",24,70577,61305,77351,3670000,3187852,4022240,"Unverified estimation","https://fbref.com/en/players/ae4e2852/Mattia-De-Sciglio",70577
"Juventus","Serie A","2017-2018","Kwadwo Asamoah","GHA","DF",28,56538,49111,61965,2940000,2553756,3222176,"Unverified estimation","https://fbref.com/en/players/089550f5/Kwadwo-Asamoah",56538
"Juventus","Serie A","2017-2018","Stefano Sturaro","ITA","DF",24,52692,45770,57750,2740000,2380031,3002980,"Unverified estimation","https://fbref.com/en/players/2334478a/Stefano-Sturaro",52692
"Juventus","Serie A","2017-2018","Federico Bernardeschi","ITA","FW",23,35192,30569,38570,1830000,1589583,2005640,"Unverified estimation","https://fbref.com/en/players/ee93c1a9/Federico-Bernardeschi",35192
"Juventus","Serie A","2017-2018","Daniele Rugani","ITA","DF",23,35192,30569,38570,1830000,1589583,2005640,"Unverified estimation","https://fbref.com/en/players/14b8fcdf/Daniele-Rugani",35192
